time_s,Vin_V,Vc_V
0.0,0.004962634569691772,0.0027790005572714475
1e-06,0.006322659906724069,-0.011950106952458132
2e-06,0.012199788795838915,0.0037182298923095344
3e-06,0.009666496320299854,-0.006935206328556121
4e-06,0.010550764973892221,0.001946197991308283
4.9999999999999996e-06,0.0045119193696302115,-0.0007729103545784838
6e-06,0.01930423901003533,-0.015095082375596647
7e-06,0.027465623830506596,-0.0021225998882622235
8e-06,0.020817391402989174,-0.008887180920790518
9e-06,0.03688674060179767,0.0032030105789948317
9.999999999999999e-06,0.020606216029288183,-0.0011288354907934425
1.1e-05,0.02740377624466033,0.010185114931843275
1.2e-05,0.03906164682211165,-0.0046230387820704755
1.3e-05,0.010997508815021435,0.000844168694326341
1.4e-05,0.04806175499198451,-0.004304549505529801
1.4999999999999999e-05,0.016975986089534358,0.02125153779314095
1.6e-05,0.029315265924918173,0.021987519951949933
1.7e-05,0.03658025498608153,0.007846169895600085
1.8e-05,0.03697707756152899,-0.007367297870323569
1.8999999999999998e-05,0.03501188151652069,-0.010898872551359778
1.9999999999999998e-05,0.032199042813696406,0.02146693694638016
2.1e-05,0.04062287798814396,0.009887140085542725
2.2e-05,0.03725391335520524,0.0048592899975579435
2.3e-05,0.044117217339202944,0.00021106894758279467
2.4e-05,0.054121036118613006,-0.00276602907469332
2.4999999999999998e-05,0.041476390026658316,0.012393734362096911
2.6e-05,0.06403181637079532,0.0010379344435881455
2.7e-05,0.039469900916936,0.0013379220406375483
2.8e-05,0.05785370589922455,-0.004961395498368161
2.9e-05,0.04989963675510406,-0.003034926295976437
2.9999999999999997e-05,0.04251604133482864,-0.020449418092432347
3.1e-05,0.06041545158393269,-0.006690130364770608
3.2e-05,0.07201859589458584,0.01249969241763659
3.2999999999999996e-05,0.06579752637323782,0.006058069144186141
3.4e-05,0.0654080519421856,-0.005466808588797014
3.5e-05,0.0723668067775007,0.0041730228601206875
3.6e-05,0.08425074392938386,0.013872375377603038
3.7e-05,0.06639125292011117,-0.006829252603877548
3.7999999999999995e-05,0.07551736618220076,-0.016249326437510613
3.9e-05,0.0757895201062105,0.007599863080795088
3.9999999999999996e-05,0.0829451764968531,-0.01399890596274297
4.1e-05,0.07188993482426421,0.010374217881440008
4.2e-05,0.06784447206474159,-0.0036011613417443536
4.2999999999999995e-05,0.08587198162326859,0.014269851596749171
4.4e-05,0.10249559962265915,0.0009754457359498677
4.4999999999999996e-05,0.07768023101241532,0.00978791178970542
4.6e-05,0.11283575436655287,0.02216987527480554
4.7e-05,0.09675608378166774,0.0016828981919390724
4.8e-05,0.09237073565657336,-0.0015031186426347754
4.9e-05,0.09583157804840818,0.010807044445590165
4.9999999999999996e-05,0.12891603569783963,0.023060716721690827
